gene,pathway_id,pathway_name,pmids,source_url
CCNE1,R-XTR-74160,Gene expression (Transcription),,https://reactome.org/content/detail/R-XTR-74160
MYC,R-XTR-74160,Gene expression (Transcription),,https://reactome.org/content/detail/R-XTR-74160
MDM2,R-XTR-74160,Gene expression (Transcription),,https://reactome.org/content/detail/R-XTR-74160
TP53,R-XTR-74160,Gene expression (Transcription),,https://reactome.org/content/detail/R-XTR-74160
AURKA,R-XTR-74160,Gene expression (Transcription),,https://reactome.org/content/detail/R-XTR-74160
PIK3CA,R-XTR-190236,Signaling by FGFR,,https://reactome.org/content/detail/R-XTR-190236
PARP1,R-XTR-3108232,SUMO E3 ligases SUMOylate target proteins,,https://reactome.org/content/detail/R-XTR-3108232
PIK3CA,R-BTA-422475,Axon guidance,,https://reactome.org/content/detail/R-BTA-422475
KRAS,R-BTA-422475,Axon guidance,,https://reactome.org/content/detail/R-BTA-422475
EGFR,R-BTA-8856825,Cargo recognition for clathrin-mediated endocytosis,,https://reactome.org/content/detail/R-BTA-8856825
CDK6,R-GGA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-GGA-212436
CHK1,R-GGA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-GGA-212436
PARP1,R-GGA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-GGA-212436
CCNE1,R-GGA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-GGA-212436
MYC,R-GGA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-GGA-212436
MDM2,R-GGA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-GGA-212436
ATM,R-GGA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-GGA-212436
CDK4,R-DRE-389948,Co-inhibition by PD-1,,https://reactome.org/content/detail/R-DRE-389948
CDK4,R-DRE-9909648,Regulation of PD-L1(CD274) expression,,https://reactome.org/content/detail/R-DRE-9909648
PIK3CA,R-DRE-194138,Signaling by VEGF,,https://reactome.org/content/detail/R-DRE-194138
PTEN,R-CFA-6807070,PTEN Regulation,,https://reactome.org/content/detail/R-CFA-6807070
PIK3CA,R-BTA-9675108,Nervous system development,,https://reactome.org/content/detail/R-BTA-9675108
KRAS,R-BTA-9675108,Nervous system development,,https://reactome.org/content/detail/R-BTA-9675108
TP53,R-BTA-1169410,Antimicrobial mechanism of IFN-stimulated genes,,https://reactome.org/content/detail/R-BTA-1169410
PIK3CA,R-SSC-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-SSC-5683057
KRAS,R-SSC-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-SSC-5683057
EGFR,R-SSC-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-SSC-5683057
TP53,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,15596121; 15845500; 15588429,https://reactome.org/content/detail/R-HSA-166016
PARP1,R-XTR-2990846,SUMOylation,,https://reactome.org/content/detail/R-XTR-2990846
TP53,R-XTR-913531,Interferon Signaling,,https://reactome.org/content/detail/R-XTR-913531
PIK3CA,R-HSA-1483257,Phospholipid metabolism,9242906,https://reactome.org/content/detail/R-HSA-1483257
PTEN,R-HSA-1483257,Phospholipid metabolism,9242906,https://reactome.org/content/detail/R-HSA-1483257
PARP1,R-MMU-5696398,Nucleotide Excision Repair,,https://reactome.org/content/detail/R-MMU-5696398
KRAS,R-CFA-5621481,C-type lectin receptors (CLRs),,https://reactome.org/content/detail/R-CFA-5621481
EGFR,R-SSC-8856825,Cargo recognition for clathrin-mediated endocytosis,,https://reactome.org/content/detail/R-SSC-8856825
CDK4,R-SSC-9909648,Regulation of PD-L1(CD274) expression,,https://reactome.org/content/detail/R-SSC-9909648
CCNE1,R-SSC-69239,Synthesis of DNA,,https://reactome.org/content/detail/R-SSC-69239
PIK3CA,R-XTR-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-XTR-5683057
EGFR,R-XTR-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-XTR-5683057
MYC,R-HSA-9755511,KEAP1-NFE2L2 pathway,29507103; 32284348; 32640524; 32582032; 32649885; 29450944; 30610225,https://reactome.org/content/detail/R-HSA-9755511
CCNE1,R-MMU-69239,Synthesis of DNA,,https://reactome.org/content/detail/R-MMU-69239
CDK6,R-CFA-8878171,Transcriptional regulation by RUNX1,,https://reactome.org/content/detail/R-CFA-8878171
EGFR,R-RNO-8856825,Cargo recognition for clathrin-mediated endocytosis,,https://reactome.org/content/detail/R-RNO-8856825
TP53,R-HSA-446652,Interleukin-1 family signaling,26185894; 19302047; 19022706; 18613828,https://reactome.org/content/detail/R-HSA-446652
PIK3CA,R-RNO-202733,Cell surface interactions at the vascular wall,,https://reactome.org/content/detail/R-RNO-202733
KRAS,R-RNO-202733,Cell surface interactions at the vascular wall,,https://reactome.org/content/detail/R-RNO-202733
CCNE1,R-HSA-69306,DNA Replication,1536007; 8223461; 12045100; 1579437; 10966477; 11257218,https://reactome.org/content/detail/R-HSA-69306
PTEN,R-GGA-6807070,PTEN Regulation,,https://reactome.org/content/detail/R-GGA-6807070
PIK3CA,R-GGA-4420097,VEGFA-VEGFR2 Pathway,,https://reactome.org/content/detail/R-GGA-4420097
PARP1,R-RNO-5696398,Nucleotide Excision Repair,,https://reactome.org/content/detail/R-RNO-5696398
EGFR,R-DME-373760,L1CAM interactions,,https://reactome.org/content/detail/R-DME-373760
KRAS,R-MMU-5621481,C-type lectin receptors (CLRs),,https://reactome.org/content/detail/R-MMU-5621481
PARP1,R-DRE-73884,Base Excision Repair,,https://reactome.org/content/detail/R-DRE-73884
EGFR,R-XTR-8856828,Clathrin-mediated endocytosis,,https://reactome.org/content/detail/R-XTR-8856828
PARP1,R-HSA-168273,Influenza Viral RNA Transcription and Replication,6269803; 6616622; 6863242; 2214032,https://reactome.org/content/detail/R-HSA-168273
KRAS,R-SSC-2871796,FCERI mediated MAPK activation,,https://reactome.org/content/detail/R-SSC-2871796
EGFR,R-DME-9018519,Estrogen-dependent gene expression,,https://reactome.org/content/detail/R-DME-9018519
ATM,R-HSA-9612973,Autophagy,24296784; 23725295,https://reactome.org/content/detail/R-HSA-9612973
CCNE1,R-RNO-69239,Synthesis of DNA,,https://reactome.org/content/detail/R-RNO-69239
PIK3CA,R-MMU-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-MMU-5683057
KRAS,R-MMU-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-MMU-5683057
EGFR,R-MMU-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-MMU-5683057
PIK3CA,R-HSA-1280215,Cytokine Signaling in Immune system,12613569,https://reactome.org/content/detail/R-HSA-1280215
MYC,R-HSA-1280215,Cytokine Signaling in Immune system,12613569,https://reactome.org/content/detail/R-HSA-1280215
KRAS,R-HSA-1280215,Cytokine Signaling in Immune system,12613569,https://reactome.org/content/detail/R-HSA-1280215
TP53,R-HSA-1280215,Cytokine Signaling in Immune system,12613569,https://reactome.org/content/detail/R-HSA-1280215
CDK4,R-DME-9909648,Regulation of PD-L1(CD274) expression,,https://reactome.org/content/detail/R-DME-9909648
CDK4,R-DME-389948,Co-inhibition by PD-1,,https://reactome.org/content/detail/R-DME-389948
PTEN,R-DME-1483255,PI Metabolism,,https://reactome.org/content/detail/R-DME-1483255
PARP1,R-CFA-5696398,Nucleotide Excision Repair,,https://reactome.org/content/detail/R-CFA-5696398
CCNE1,R-BTA-69239,Synthesis of DNA,,https://reactome.org/content/detail/R-BTA-69239
PIK3CA,R-SSC-2029485,Role of phospholipids in phagocytosis,,https://reactome.org/content/detail/R-SSC-2029485
TP53,R-SSC-1169410,Antimicrobial mechanism of IFN-stimulated genes,,https://reactome.org/content/detail/R-SSC-1169410
PIK3CA,R-GGA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,,https://reactome.org/content/detail/R-GGA-2029480
PIK3CA,R-HSA-9675108,Nervous system development,16314867; 27334043; 19555289,https://reactome.org/content/detail/R-HSA-9675108
KRAS,R-HSA-9675108,Nervous system development,16314867; 27334043; 19555289,https://reactome.org/content/detail/R-HSA-9675108
EGFR,R-HSA-9675108,Nervous system development,16314867; 27334043; 19555289,https://reactome.org/content/detail/R-HSA-9675108
PIK3CA,R-MMU-2454202,Fc epsilon receptor (FCERI) signaling,,https://reactome.org/content/detail/R-MMU-2454202
KRAS,R-MMU-2454202,Fc epsilon receptor (FCERI) signaling,,https://reactome.org/content/detail/R-MMU-2454202
MDM2,R-XTR-1500931,Cell-Cell communication,,https://reactome.org/content/detail/R-XTR-1500931
MDM2,R-XTR-446728,Cell junction organization,,https://reactome.org/content/detail/R-XTR-446728
PIK3CA,R-MMU-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,,https://reactome.org/content/detail/R-MMU-2730905
PARP1,R-XTR-5696398,Nucleotide Excision Repair,,https://reactome.org/content/detail/R-XTR-5696398
TP53,R-HSA-109581,Apoptosis,15218528; 4561027; 12505355; 14561771; 14634621; 12189384; 12209154,https://reactome.org/content/detail/R-HSA-109581
PIK3CA,R-SSC-9006931,Signaling by Nuclear Receptors,,https://reactome.org/content/detail/R-SSC-9006931
KRAS,R-SSC-9006931,Signaling by Nuclear Receptors,,https://reactome.org/content/detail/R-SSC-9006931
CDK6,R-DRE-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-DRE-2262752
CDK4,R-DRE-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-DRE-2262752
CCNE1,R-DRE-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-DRE-2262752
MDM2,R-DRE-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-DRE-2262752
ATM,R-DRE-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-DRE-2262752
TP53,R-DRE-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-DRE-2262752
KRAS,R-RNO-5621481,C-type lectin receptors (CLRs),,https://reactome.org/content/detail/R-RNO-5621481
PARP1,R-GGA-5696398,Nucleotide Excision Repair,,https://reactome.org/content/detail/R-GGA-5696398
CCNE1,R-GGA-69239,Synthesis of DNA,,https://reactome.org/content/detail/R-GGA-69239
CDK4,R-DME-8878166,Transcriptional regulation by RUNX2,,https://reactome.org/content/detail/R-DME-8878166
PIK3CA,R-DRE-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",,https://reactome.org/content/detail/R-DRE-6811558
WEE1,R-DRE-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-DRE-69278
CDK6,R-DRE-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-DRE-69278
CDK4,R-DRE-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-DRE-69278
CCNE1,R-DRE-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-DRE-69278
TP53,R-DRE-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-DRE-69278
AURKA,R-DRE-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-DRE-69278
CDK6,R-CFA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-CFA-212436
PARP1,R-CFA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-CFA-212436
CDK4,R-CFA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-CFA-212436
CCNE1,R-CFA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-CFA-212436
MYC,R-CFA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-CFA-212436
ATM,R-CFA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-CFA-212436
ATR,R-CFA-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-CFA-212436
KRAS,R-RNO-3858494,Beta-catenin independent WNT signaling,,https://reactome.org/content/detail/R-RNO-3858494
PARP1,R-MMU-9006936,Signaling by TGFB family members,,https://reactome.org/content/detail/R-MMU-9006936
PIK3CA,R-GGA-194138,Signaling by VEGF,,https://reactome.org/content/detail/R-GGA-194138
PIK3CA,R-BTA-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-BTA-388841
CDK4,R-BTA-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-BTA-388841
KRAS,R-MMU-3858494,Beta-catenin independent WNT signaling,,https://reactome.org/content/detail/R-MMU-3858494
PIK3CA,R-DRE-1266738,Developmental Biology,,https://reactome.org/content/detail/R-DRE-1266738
CDK4,R-DRE-1266738,Developmental Biology,,https://reactome.org/content/detail/R-DRE-1266738
KRAS,R-DRE-1266738,Developmental Biology,,https://reactome.org/content/detail/R-DRE-1266738
PIK3CA,R-RNO-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-RNO-5683057
KRAS,R-RNO-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-RNO-5683057
EGFR,R-RNO-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-RNO-5683057
PIK3CA,R-CFA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,,https://reactome.org/content/detail/R-CFA-2029480
CCNE1,R-CFA-69239,Synthesis of DNA,,https://reactome.org/content/detail/R-CFA-69239
PARP1,R-RNO-9006936,Signaling by TGFB family members,,https://reactome.org/content/detail/R-RNO-9006936
PIK3CA,R-DRE-199418,Negative regulation of the PI3K/AKT network,,https://reactome.org/content/detail/R-DRE-199418
MDM2,R-SSC-9764274,Regulation of Expression and Function of Type I Classical Cadherins,,https://reactome.org/content/detail/R-SSC-9764274
MDM2,R-SSC-9764265,Regulation of CDH1 Expression and Function,,https://reactome.org/content/detail/R-SSC-9764265
PIK3CA,R-RNO-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,,https://reactome.org/content/detail/R-RNO-2730905
CDK4,R-RNO-9909648,Regulation of PD-L1(CD274) expression,,https://reactome.org/content/detail/R-RNO-9909648
CDK6,R-SSC-73857,RNA Polymerase II Transcription,,https://reactome.org/content/detail/R-SSC-73857
PARP1,R-SSC-73857,RNA Polymerase II Transcription,,https://reactome.org/content/detail/R-SSC-73857
CDK4,R-SSC-73857,RNA Polymerase II Transcription,,https://reactome.org/content/detail/R-SSC-73857
CCNE1,R-SSC-73857,RNA Polymerase II Transcription,,https://reactome.org/content/detail/R-SSC-73857
MYC,R-SSC-73857,RNA Polymerase II Transcription,,https://reactome.org/content/detail/R-SSC-73857
MDM2,R-SSC-73857,RNA Polymerase II Transcription,,https://reactome.org/content/detail/R-SSC-73857
ATM,R-SSC-73857,RNA Polymerase II Transcription,,https://reactome.org/content/detail/R-SSC-73857
TP53,R-SSC-73857,RNA Polymerase II Transcription,,https://reactome.org/content/detail/R-SSC-73857
AURKA,R-SSC-73857,RNA Polymerase II Transcription,,https://reactome.org/content/detail/R-SSC-73857
ATR,R-SSC-73857,RNA Polymerase II Transcription,,https://reactome.org/content/detail/R-SSC-73857
ATM,R-DRE-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),,https://reactome.org/content/detail/R-DRE-5693567
PIK3CA,R-HSA-9013149,RAC1 GTPase cycle,32634437; 32545340; 32362820; 32460002; 32178475; 31277234; 31027363; 29723737; 29330095; 28055293; 28202288; 27790713; 27314616; 26036474; 25818528; 25239922; 25309333,https://reactome.org/content/detail/R-HSA-9013149
MDM2,R-HSA-112316,Neuronal System,,https://reactome.org/content/detail/R-HSA-112316
KRAS,R-HSA-112316,Neuronal System,,https://reactome.org/content/detail/R-HSA-112316
PIK3CA,R-RNO-2454202,Fc epsilon receptor (FCERI) signaling,,https://reactome.org/content/detail/R-RNO-2454202
KRAS,R-RNO-2454202,Fc epsilon receptor (FCERI) signaling,,https://reactome.org/content/detail/R-RNO-2454202
PARP1,R-SSC-9006936,Signaling by TGFB family members,,https://reactome.org/content/detail/R-SSC-9006936
TP53,R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes,,https://reactome.org/content/detail/R-HSA-1169410
CDK4,R-XTR-389948,Co-inhibition by PD-1,,https://reactome.org/content/detail/R-XTR-389948
PIK3CA,R-GGA-422475,Axon guidance,,https://reactome.org/content/detail/R-GGA-422475
EGFR,R-GGA-422475,Axon guidance,,https://reactome.org/content/detail/R-GGA-422475
PIK3CA,R-GGA-9675108,Nervous system development,,https://reactome.org/content/detail/R-GGA-9675108
EGFR,R-GGA-9675108,Nervous system development,,https://reactome.org/content/detail/R-GGA-9675108
PIK3CA,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,17050193; 12488490; 16413920; 8541526,https://reactome.org/content/detail/R-HSA-2029480
CDK4,R-MMU-9909648,Regulation of PD-L1(CD274) expression,,https://reactome.org/content/detail/R-MMU-9909648
CCNE1,R-MMU-69306,DNA Replication,,https://reactome.org/content/detail/R-MMU-69306
CDK4,R-CFA-9909648,Regulation of PD-L1(CD274) expression,,https://reactome.org/content/detail/R-CFA-9909648
PARP1,R-CFA-9006936,Signaling by TGFB family members,,https://reactome.org/content/detail/R-CFA-9006936
PIK3CA,R-CFA-422475,Axon guidance,,https://reactome.org/content/detail/R-CFA-422475
KRAS,R-CFA-422475,Axon guidance,,https://reactome.org/content/detail/R-CFA-422475
PIK3CA,R-CFA-9675108,Nervous system development,,https://reactome.org/content/detail/R-CFA-9675108
KRAS,R-CFA-9675108,Nervous system development,,https://reactome.org/content/detail/R-CFA-9675108
PARP1,R-GGA-9006936,Signaling by TGFB family members,,https://reactome.org/content/detail/R-GGA-9006936
MDM2,R-SSC-9759476,Regulation of Homotypic Cell-Cell Adhesion,,https://reactome.org/content/detail/R-SSC-9759476
PARP1,R-HSA-168255,Influenza Infection,,https://reactome.org/content/detail/R-HSA-168255
CDK6,R-DRE-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-DRE-212436
CDK4,R-DRE-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-DRE-212436
CCNE1,R-DRE-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-DRE-212436
MDM2,R-DRE-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-DRE-212436
ATM,R-DRE-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-DRE-212436
TP53,R-DRE-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-DRE-212436
AURKA,R-DRE-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-DRE-212436
PARP1,R-DRE-5696398,Nucleotide Excision Repair,,https://reactome.org/content/detail/R-DRE-5696398
PTEN,R-DME-1257604,PIP3 activates AKT signaling,,https://reactome.org/content/detail/R-DME-1257604
EGFR,R-DME-1257604,PIP3 activates AKT signaling,,https://reactome.org/content/detail/R-DME-1257604
WEE1,R-DME-69242,S Phase,,https://reactome.org/content/detail/R-DME-69242
CDK4,R-DME-69242,S Phase,,https://reactome.org/content/detail/R-DME-69242
PIK3CA,R-MMU-2029485,Role of phospholipids in phagocytosis,,https://reactome.org/content/detail/R-MMU-2029485
WEE1,R-DME-69275,G2/M Transition,,https://reactome.org/content/detail/R-DME-69275
