n1.name,n1.identifier,n2.name,n2.identifier,r.cell_line,r.pubmed_id,r.source,r.statistic_score,is_lethal
KRAS,3845,PKNOX1,5316,COAD,24104479,Text Mining,0.6,True
KRAS,3845,TIAM1,7074,,27655641,RNAi Screen,0.75,True
KRAS,3845,ZNRF1,84937,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,PARP8,79668,COAD,24104479,Text Mining,0.6,True
KRAS,3845,VPS26A,9559,COAD,24104479,Text Mining,0.6,True
KRAS,3845,UNC45A,55898,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,INSRR,3645,,27655641,RNAi Screen,0.75,True
KRAS,3845,DYNC1I2,1781,COAD,24104479,Text Mining,0.6,True
KRAS,3845,MOB3C,148932,,28700943,High Throughput,0.5,True
KRAS,3845,NOP56,10528,,27655641,RNAi Screen,0.75,True
KRAS,3845,TMEM86B,255043,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,USP4,7375,,28700943,High Throughput,0.5,True
KRAS,3845,TMEM109,79073,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,CAMK2B,816,,27655641,RNAi Screen,0.75,True
KRAS,3845,DOCK3,1795,COAD,24104479,Text Mining,0.6,True
KRAS,3845,MDH1,4190,DLD-1,19490893,GenomeRNAi,0.467,True
KRAS,3845,PPP2R5A,5525,,27655641,RNAi Screen,0.75,True
KRAS,3845,SSU72,29101,COAD,24104479,Text Mining,0.6,True
KRAS,3845,DIDO1,11083,,27655641,RNAi Screen,0.75,True
KRAS,3845,RPS11,6205,,28700943,High Throughput,0.5,True
KRAS,3845,TMEM116,89894,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PDZD8,118987,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,NUBP2,10101,,28700943,High Throughput,0.5,True
KRAS,3845,GNAQ,2776,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SNRPA1,6627,COAD,24104479,Text Mining,0.6,True
KRAS,3845,MAPK9,5601,,27655641,RNAi Screen,0.75,True
KRAS,3845,UBA52,7311,DLD-1,19490893,GenomeRNAi,0.479,True
KRAS,3845,PFKP,5214,,28700943,High Throughput,0.5,True
KRAS,3845,NMBR,4829,,28700943,High Throughput,0.5,True
KRAS,3845,NDFIP2,54602,COAD,24104479,Text Mining,0.6,True
KRAS,3845,NHEJ1,79840,COAD,24104479,Text Mining,0.6,True
KRAS,3845,TNFRSF12A,51330,COAD,24104479,Text Mining,0.6,True
KRAS,3845,FAM181A,90050,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PTCH2,8643,,27655641,RNAi Screen,0.75,True
KRAS,3845,UBE2D4,51619,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,TRIO,7204,COAD,24104479,Text Mining,0.6,True
KRAS,3845,UBR1,197131,COAD,24104479,Text Mining,0.6,True
KRAS,3845,CENPK,64105,,28700943,High Throughput,0.5,True
KRAS,3845,SEPTIN1,1731,DLD-1,19490893,GenomeRNAi,0.467,True
KRAS,3845,ZPR1,8882,DLD-1,19490893,GenomeRNAi,0.461,True
KRAS,3845,SGMS1,259230,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PSPH,5723,COAD,24104479,Text Mining,0.6,True
KRAS,3845,COPE,11316,,28700943,High Throughput,0.5,True
KRAS,3845,USP38,84640,DLD-1,19490893,GenomeRNAi,0.5,True
KRAS,3845,PHF20,51230,DLD-1;DLD-1,19490893,GenomeRNAi,0.527,True
KRAS,3845,RPF1,80135,,27655641,RNAi Screen,0.75,True
KRAS,3845,OR14A16,284532,DLD-1,19490893,GenomeRNAi,0.458,True
KRAS,3845,CDR2,1039,COAD,24104479,Text Mining,0.6,True
KRAS,3845,USP49,25862,DLD-1,19490893,GenomeRNAi,0.458,True
KRAS,3845,ARPC2,10109,,27655641,RNAi Screen,0.75,True
KRAS,3845,PCYT2,5833,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PIM2,11040,,27655641,RNAi Screen,0.75,True
KRAS,3845,WDR47,22911,,28700943,High Throughput,0.5,True
KRAS,3845,KCNH7,90134,,27655641,RNAi Screen,0.75,True
KRAS,3845,TNRC6C,57690,DLD-1,19490893,GenomeRNAi,0.452,True
KRAS,3845,SMN1,6606,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,GLYATL3,389396,DLD-1,19490893,GenomeRNAi,0.449,True
KRAS,3845,KMT2C,58508,BRCA,25407795,Text Mining,0.4,True
KRAS,3845,NOG,9241,,28700943,High Throughput,0.5,True
KRAS,3845,LARP7,51574,,28700943,High Throughput,0.5,True
KRAS,3845,ZCCHC14,23174,,28700943,High Throughput,0.5,True
KRAS,3845,COPA,1314,COAD,24104479,Text Mining,0.6,True
KRAS,3845,UBE2H,7328,,28700943,High Throughput,0.5,True
KRAS,3845,TTC3,7267,DLD-1,19490893,GenomeRNAi,0.452,True
KRAS,3845,RPL37A,6168,,28700943,High Throughput,0.5,True
KRAS,3845,HUWE1,10075,,27655641,RNAi Screen,0.75,True
KRAS,3845,YBX1,4904,COAD,24104479,Text Mining,0.6,True
KRAS,3845,UBE2I,7329,,27655641,RNAi Screen,0.75,True
KRAS,3845,HKDC1,80201,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ZNF608,57507,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,RALY,22913,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PPP6R3,55291,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SCAMP3,10067,DLD-1,19490893,GenomeRNAi,0.449,True
KRAS,3845,RPS4X,6191,DLD-1,19490893,GenomeRNAi,0.461,True
KRAS,3845,POFUT1,23509,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,CLDN11,5010,COAD,24104479,Text Mining,0.6,True
KRAS,3845,VWA5A,4013,COAD,24104479,Text Mining,0.6,True
KRAS,3845,NFKB2,4791,BRCA,25407795,Text Mining,0.4,True
KRAS,3845,ZNF2,7549,DLD-1,19490893,GenomeRNAi,0.467,True
KRAS,3845,SCFD2,152579,DLD-1,19490893,GenomeRNAi,0.464,True
KRAS,3845,CDC23,8697,,28700943,High Throughput,0.5,True
KRAS,3845,DNM1L,10059,,28700943,High Throughput,0.5,True
KRAS,3845,C12orf66,144577,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ZFYVE9,9372,COAD,24104479,Text Mining,0.6,True
KRAS,3845,CLNS1A,1207,,28700943,High Throughput,0.5,True
KRAS,3845,KPNA7,402569,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,NT5DC2,64943,COAD,24104479,Text Mining,0.6,True
KRAS,3845,CDK5R2,8941,,27655641,RNAi Screen,0.75,True
KRAS,3845,SMG5,23381,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ZNF76,7629,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,CDK11B,984,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ZNF174,7727,COAD,24104479,Text Mining,0.6,True
KRAS,3845,BID,637,COAD,24104479,Text Mining,0.6,True
KRAS,3845,MRPL39,54148,DLD-1,19490893,GenomeRNAi,0.452,True
KRAS,3845,RPS14,6208,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,BRCA2,675,COAD,24104479,Text Mining,0.6,True
KRAS,3845,IL17D,53342,COAD,24104479,Text Mining,0.6,True
KRAS,3845,NF1,4763,BRCA,25407795,Text Mining,0.4,True
KRAS,3845,MCM5,4174,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,DDIT4,54541,COAD,24104479,Text Mining,0.6,True
KRAS,3845,CMPK1,51727,COAD,24104479,Text Mining,0.6,True
KRAS,3845,FNBP4,23360,COAD,24104479,Text Mining,0.6,True
KRAS,3845,THAP10,56906,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,POLR1A,25885,,28700943,High Throughput,0.5,True
KRAS,3845,MX1,4599,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,PAPPA2,60676,,28700943,High Throughput,0.5,True
KRAS,3845,NDUFS1,4719,,28700943,High Throughput,0.5,True
KRAS,3845,RPL32,6161,,28700943,High Throughput,0.5,True
KRAS,3845,ARRDC1,92714,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SCYL3,57147,COAD,24104479,Text Mining,0.6,True
KRAS,3845,UFL1,23376,,28700943,High Throughput,0.5,True
KRAS,3845,PRTFDC1,56952,DLD-1,19490893,GenomeRNAi,0.455,True
KRAS,3845,RUVBL1,8607,,28700943,High Throughput,0.5,True
KRAS,3845,CSRNP1,64651,,27655641,RNAi Screen,0.75,True
KRAS,3845,PLP1,5354,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,PKN3,29941,,27655641,RNAi Screen,0.75,True
KRAS,3845,SRMS,6725,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,ZBTB12,221527,,28700943,High Throughput,0.5,True
KRAS,3845,CDK2,1017,,27655641,RNAi Screen,0.75,True
KRAS,3845,PHB,5245,,28700943,High Throughput,0.5,True
KRAS,3845,SLC2A10,81031,COAD,24104479,Text Mining,0.6,True
KRAS,3845,TNXB,7148,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,SEMA4F,10505,DLD-1,19490893,GenomeRNAi,0.452,True
KRAS,3845,ISY1,57461,,19490893,High Throughput,0.5,True
KRAS,3845,NXF1,10482,COAD,24104479,Text Mining,0.6,True
KRAS,3845,RASGEF1C,255426,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,CIB3,117286,,27655641,RNAi Screen,0.75,True
KRAS,3845,CERT1,10087,COAD,24104479,Text Mining,0.6,True
KRAS,3845,MCU,90550,COAD,24104479,Text Mining,0.6,True
KRAS,3845,HNRNPC,3183,,19490893,High Throughput,0.5,True
KRAS,3845,RASL10A,10633,,28700943,High Throughput,0.5,True
KRAS,3845,TRIM11,81559,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PKLR,5313,,27655641,RNAi Screen,0.75,True
KRAS,3845,PGA5,5222,,28700943,High Throughput,0.5,True
KRAS,3845,TRIM46,80128,DLD-1;DLD-1,19490893,GenomeRNAi,0.515,True
KRAS,3845,EIF5B,9669,,28700943,High Throughput,0.5,True
KRAS,3845,GRK4,2868,,27655641,RNAi Screen,0.75,True
KRAS,3845,NEDD1,121441,,28700943,High Throughput,0.5,True
KRAS,3845,PKD2,5311,,27655641,RNAi Screen,0.75,True
KRAS,3845,WDR25,79446,,28700943,High Throughput,0.5,True
KRAS,3845,PCDHA11,56138,COAD,24104479,Text Mining,0.6,True
KRAS,3845,RNF20,56254,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,LENG1,79165,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,NME6,10201,,27655641,RNAi Screen,0.75,True
KRAS,3845,GGPS1,9453,,28700943,High Throughput,0.5,True
KRAS,3845,DIAPH2,1730,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ORC5,5001,DLD-1,19490893,GenomeRNAi,0.506,True
KRAS,3845,FAM50B,26240,COAD,24104479,Text Mining,0.6,True
KRAS,3845,HS2ST1,9653,COAD,24104479,Text Mining,0.6,True
KRAS,3845,DCAF16,54876,COAD,24104479,Text Mining,0.6,True
KRAS,3845,EPHB4,2050,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PPM1E,22843,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,ERN1,2081,,27655641,RNAi Screen,0.75,True
KRAS,3845,GAS2L2,246176,COAD,24104479,Text Mining,0.6,True
KRAS,3845,YWHAE,7531,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SLC22A15,55356,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SUPT16H,11198,,28700943,High Throughput,0.5,True
KRAS,3845,MDH2,4191,DLD-1,19490893,GenomeRNAi,0.452,True
KRAS,3845,IGF1R,3480,,27655641,RNAi Screen,0.75,True
KRAS,3845,VWF,7450,,28700943,High Throughput,0.5,True
KRAS,3845,TNIK,23043,DLD-1,19490893,GenomeRNAi,0.476,True
KRAS,3845,SEC23B,10483,,28700943,High Throughput,0.5,True
KRAS,3845,ANAPC4,29945,COAD,24104479,Text Mining,0.6,True
KRAS,3845,CIT,11113,,27655641,RNAi Screen,0.75,True
KRAS,3845,ATP5PO,539,,28700943,High Throughput,0.5,True
KRAS,3845,CKMT1B,1159,COAD,24104479,Text Mining,0.6,True
KRAS,3845,CLK2,1196,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SLC7A5,8140,DLD-1,19490893,GenomeRNAi,0.449,True
KRAS,3845,PPAT,5471,,28700943,High Throughput,0.5,True
KRAS,3845,TMEM144,55314,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PDGFC,56034,COAD,24104479,Text Mining,0.6,True
KRAS,3845,KATNBL1,79768,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PIGV,55650,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,NXT2,55916,COAD,24104479,Text Mining,0.6,True
KRAS,3845,YARS2,51067,COAD,24104479,Text Mining,0.6,True
KRAS,3845,CDKN2D,1032,,27655641,RNAi Screen,0.75,True
KRAS,3845,LY96,23643,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,ZFP2,80108,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,WWC2,80014,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,HUNK,30811,,27655641,RNAi Screen,0.75,True
KRAS,3845,SKP2,6502,,27655641,RNAi Screen,0.75,True
KRAS,3845,POU2F2,5452,DLD-1,19490893,GenomeRNAi,0.455,True
KRAS,3845,PCGF2,7703,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,LUC7L2,51631,,28700943,High Throughput,0.5,True
KRAS,3845,PHF3,23469,,28700943,High Throughput,0.5,True
KRAS,3845,TUBB1,81027,DLD-1,19490893,GenomeRNAi,0.464,True
KRAS,3845,STAT2,6773,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PMVK,10654,,28700943,High Throughput,0.5,True
KRAS,3845,RPAP1,26015,,28700943,High Throughput,0.5,True
KRAS,3845,KMT5B,51111,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,NUDT9,53343,,28700943,High Throughput,0.5,True
KRAS,3845,VRK1,7443,,27655641,RNAi Screen,0.75,True
KRAS,3845,NCEH1,57552,COAD,24104479,Text Mining,0.6,True
KRAS,3845,CCND2,894,BRCA,25407795,Text Mining,0.4,True
KRAS,3845,ZNF777,27153,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,KRCC1,51315,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PIK3C3,5289,BRCA,25407795,Text Mining,0.4,True
KRAS,3845,RAB3IL1,5866,COAD,24104479,Text Mining,0.6,True
KRAS,3845,BRCA1,672,COAD,24104479,Text Mining,0.6,True
KRAS,3845,CHCHD2,51142,COAD,24104479,Text Mining,0.6,True
KRAS,3845,TTI2,80185,,28700943,High Throughput,0.5,True
KRAS,3845,OAF,220323,DLD-1,19490893,GenomeRNAi,0.461,True
KRAS,3845,C22orf42,150297,,27655641,RNAi Screen,0.75,True
KRAS,3845,STRADA,92335,DLD-1,19490893,GenomeRNAi,0.452,True
KRAS,3845,EIF2B5,8893,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SRP72,6731,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,PPP1CC,5501,,28700943,High Throughput,0.5,True
KRAS,3845,CDK8,1024,,27655641,RNAi Screen,0.75,True
KRAS,3845,UBE2O,63893,DLD-1;DLD-1,19490893,GenomeRNAi,0.53,True
KRAS,3845,TOMM40,10452,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,MN1,4330,DLD-1,19490893,GenomeRNAi,0.455,True
KRAS,3845,SYVN1,84447,,28700943,High Throughput,0.5,True
KRAS,3845,DGKK,139189,,27655641,RNAi Screen,0.75,True
KRAS,3845,MPDZ,8777,,27655641,RNAi Screen,0.75,True
KRAS,3845,CCDC114,93233,COAD,24104479,Text Mining,0.6,True
KRAS,3845,NR1I2,8856,,27655641,RNAi Screen,0.75,True
KRAS,3845,TUBGCP3,10426,DLD-1;DLD-1,19490893,GenomeRNAi,0.509,True
KRAS,3845,RPA1,6117,,27655641,RNAi Screen,0.75,True
KRAS,3845,RPP38,10557,DLD-1,19490893,GenomeRNAi,0.452,True
KRAS,3845,STK4,6789,,27655641,RNAi Screen,0.75,True
KRAS,3845,PSMA5,5686,,27655641,RNAi Screen,0.75,True
KRAS,3845,SHC1,6464,,26627737,High Throughput,0.5,True
KRAS,3845,BIRC5,332,,28700943,High Throughput,0.5,True
KRAS,3845,DDX51,317781,,28700943,High Throughput,0.5,True
KRAS,3845,CCT5,22948,,28700943,High Throughput,0.5,True
KRAS,3845,SDHB,6390,BRCA,25407795,Text Mining,0.4,True
KRAS,3845,FCF1,51077,,28700943,High Throughput,0.5,True
KRAS,3845,MESD,23184,COAD,24104479,Text Mining,0.6,True
KRAS,3845,XPOT,11260,,28700943,High Throughput,0.5,True
KRAS,3845,EIF3I,8668,,28700943,High Throughput,0.5,True
KRAS,3845,RPL10,6134,,28700943,High Throughput,0.5,True
KRAS,3845,PRRT2,112476,cancer_D009369,21031151,Text Mining,0.56,True
KRAS,3845,VPS25,84313,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PANK2,80025,COAD,24104479,Text Mining,0.6,True
KRAS,3845,LRRN4CL,221091,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,CRLS1,54675,,28700943,High Throughput,0.5,True
KRAS,3845,MST1R,4486,,27655641,RNAi Screen,0.75,True
KRAS,3845,RAD51AP2,729475,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,ZNRF2,223082,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,FAM155B,27112,COAD,24104479,Text Mining,0.6,True
KRAS,3845,AP4S1,11154,,28700943,High Throughput,0.5,True
KRAS,3845,PUM1,9698,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SOD1,6647,,28700943,High Throughput,0.5,True
KRAS,3845,RPS16,6217,COAD,24104479,Text Mining,0.6,True
KRAS,3845,MSH2,4436,,27655641,RNAi Screen,0.75,True
KRAS,3845,SLC26A6,65010,DLD-1,19490893,GenomeRNAi,0.452,True
KRAS,3845,TBK1,29110,,19847166,RNAi Screen,0.75,True
KRAS,3845,PSMG4,389362,,28700943,High Throughput,0.5,True
KRAS,3845,EOLA1,91966,,27655641,RNAi Screen,0.75,True
KRAS,3845,PDE4DIP,9659,DLD-1,19490893,GenomeRNAi,0.464,True
KRAS,3845,BUB1B,701,,27655641,RNAi Screen,0.75,True
KRAS,3845,TBX20,57057,DLD-1,19490893,GenomeRNAi,0.455,True
KRAS,3845,NDUFV2,4729,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,EVL,51466,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PPL,5493,DLD-1,19490893,GenomeRNAi,0.461,True
KRAS,3845,NUP214,8021,DLD-1;DLD-1;DLD-1,19490893,GenomeRNAi,0.563,True
KRAS,3845,CDC25C,995,COAD,24104479,Text Mining,0.6,True
KRAS,3845,RPL7A,6130,COAD,24104479,Text Mining,0.6,True
KRAS,3845,RELN,5649,,27655641,RNAi Screen,0.75,True
KRAS,3845,TMEM61,199964,DLD-1,19490893,GenomeRNAi,0.455,True
KRAS,3845,UTP14A,10813,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,ORC3,23595,,28700943,High Throughput,0.5,True
KRAS,3845,ZNF207,7756,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ZNF418,147686,DLD-1,19490893,GenomeRNAi,0.458,True
KRAS,3845,MLKL,197259,DLD-1,19490893,GenomeRNAi,0.485,True
KRAS,3845,STK17A,9263,,27655641,RNAi Screen,0.75,True
KRAS,3845,UCHL5,51377,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,YTHDC1,91746,,28700943,High Throughput,0.5,True
KRAS,3845,TIMM13,26517,,28700943,High Throughput,0.5,True
KRAS,3845,WEE1,7465,,27655641,RNAi Screen,0.75,True
KRAS,3845,PSMC5,5705,COAD,24104479,Text Mining,0.6,True
KRAS,3845,STAT5B,6777,COAD,24104479,Text Mining,0.6,True
KRAS,3845,MVB12B,89853,,28700943,High Throughput,0.5,True
KRAS,3845,DENND10,404636,COAD,24104479,Text Mining,0.6,True
KRAS,3845,DSTYK,25778,,27655641,RNAi Screen,0.75,True
KRAS,3845,PLEKHG2,64857,DLD-1,19490893,GenomeRNAi,0.503,True
KRAS,3845,TRIM49B,283116,DLD-1;DLD-1,19490893,GenomeRNAi,0.575,True
KRAS,3845,SPECC1,92521,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,ZNF337,26152,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PTPN9,5780,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ACVR2A,92,,27655641,RNAi Screen,0.75,True
KRAS,3845,PHAX,51808,,28700943,High Throughput,0.5,True
KRAS,3845,RFPL2,10739,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,ZNF493,284443,,28700943,High Throughput,0.5,True
KRAS,3845,PHF5A,84844,DLD-1,19490893,GenomeRNAi,0.479,True
KRAS,3845,LAMTOR3,8649,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,SEMA7A,8482,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,TP53I3,9540,DLD-1,19490893,GenomeRNAi,0.479,True
KRAS,3845,TAF6,6878,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,DGKE,8526,,27655641,RNAi Screen,0.75,True
KRAS,3845,PGBD2,267002,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,TLK2,11011,COAD,24104479,Text Mining,0.6,True
KRAS,3845,UTP18,51096,COAD,24104479,Text Mining,0.6,True
KRAS,3845,THADA,63892,COAD,24104479,Text Mining,0.6,True
KRAS,3845,DDX1,1653,,28700943,High Throughput,0.5,True
KRAS,3845,RPS7,6201,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PPARD,5467,,27655641,RNAi Screen,0.75,True
KRAS,3845,EIF3G,8666,,27655641,RNAi Screen,0.75,True
KRAS,3845,HAUS2,55142,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ZNF827,152485,COAD,24104479,Text Mining,0.6,True
KRAS,3845,CDC73,79577,,27655641,RNAi Screen,0.75,True
KRAS,3845,KDM8,79831,,28700943,High Throughput,0.5,True
KRAS,3845,PRKG1,5592,,27655641,RNAi Screen,0.75,True
KRAS,3845,PPP6C,5537,,28700943,High Throughput,0.5,True
KRAS,3845,TCEA1,6917,,28700943,High Throughput,0.5,True
KRAS,3845,TMED2,10959,,28700943,High Throughput,0.5,True
KRAS,3845,LMO3,55885,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,KIF18A,81930,COAD,24104479,Text Mining,0.6,True
KRAS,3845,TFDP1,7027,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ATP6V0D1,9114,,28700943,High Throughput,0.5,True
KRAS,3845,RPL18,6141,,28700943,High Throughput,0.5,True
KRAS,3845,PAM,5066,,28700943,High Throughput,0.5,True
KRAS,3845,TRMT5,57570,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,TPT1,7178,,28700943,High Throughput,0.5,True
KRAS,3845,PRPF6,24148,,28700943,High Throughput,0.5,True
KRAS,3845,PRKCA,5578,,18794128,Drug Screen,0.75,True
KRAS,3845,WAC,51322,DLD-1;DLD-1,19490893,GenomeRNAi,0.515,True
KRAS,3845,NARS1,4677,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,NCOA6,23054,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,TMEM17,200728,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,PHC3,80012,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,ETF1,2107,,28700943,High Throughput,0.5,True
KRAS,3845,KDM3B,51780,,27655641,RNAi Screen,0.75,True
KRAS,3845,MAPKAPK3,7867,,27655641,RNAi Screen,0.75,True
KRAS,3845,AKIP1,56672,,27655641,RNAi Screen,0.75,True
KRAS,3845,ZSCAN9,7746,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,PRSS55,203074,DLD-1,19490893,GenomeRNAi,0.455,True
KRAS,3845,JADE3,9767,DLD-1,19490893,GenomeRNAi,0.464,True
KRAS,3845,UQCRC2,7385,,28700943,High Throughput,0.5,True
KRAS,3845,TYR,7299,,28700943,High Throughput,0.5,True
KRAS,3845,RBBP6,5930,DLD-1,19490893,GenomeRNAi,0.449,True
KRAS,3845,SPAG7,9552,COAD,24104479,Text Mining,0.6,True
KRAS,3845,CWF19L2,143884,,28700943,High Throughput,0.5,True
KRAS,3845,PLAA,9373,DLD-1,19490893,GenomeRNAi,0.458,True
KRAS,3845,ZCCHC3,85364,COAD,24104479,Text Mining,0.6,True
KRAS,3845,FGFR2,2263,,27655641,RNAi Screen,0.75,True
KRAS,3845,CHEK1,1111,,27655641,RNAi Screen,0.75,True
KRAS,3845,MYD88,4615,COAD,24104479,Text Mining,0.6,True
KRAS,3845,OXA1L,5018,DLD-1,19490893,GenomeRNAi,0.458,True
KRAS,3845,PSMD11,5717,,28700943,High Throughput,0.5,True
KRAS,3845,SVIL,6840,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SRP9,6726,,28700943,High Throughput,0.5,True
KRAS,3845,NAT2,10,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,ODF3L1,161753,DLD-1;DLD-1,19490893,GenomeRNAi,0.521,True
KRAS,3845,SYT16,83851,,27655641,RNAi Screen,0.75,True
KRAS,3845,XAB2,56949,COAD,24104479,Text Mining,0.6,True
KRAS,3845,BCS1L,617,,28700943,High Throughput,0.5,True
KRAS,3845,EXOC1,55763,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PARP16,54956,COAD,24104479,Text Mining,0.6,True
KRAS,3845,DNLZ,728489,,28700943,High Throughput,0.5,True
KRAS,3845,NSUN7,79730,DLD-1,19490893,GenomeRNAi,0.464,True
KRAS,3845,PPP1R13L,10848,COAD,24104479,Text Mining,0.6,True
KRAS,3845,YBX2,51087,DLD-1,19490893,GenomeRNAi,0.515,True
KRAS,3845,LCK,3932,,27655641,RNAi Screen,0.75,True
KRAS,3845,HIF1AN,55662,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PDIK1L,149420,COAD,24104479,Text Mining,0.6,True
KRAS,3845,RPL31,6160,COAD,24104479,Text Mining,0.6,True
KRAS,3845,MLH3,27030,,27655641,RNAi Screen,0.75,True
KRAS,3845,ANKRD11,29123,,28700943,High Throughput,0.5,True
KRAS,3845,ZNF705E,100131539,DLD-1,19490893,GenomeRNAi,0.449,True
KRAS,3845,TIMM9,26520,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ATXN1L,342371,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,TOMM6,100188893,DLD-1,19490893,GenomeRNAi,0.452,True
KRAS,3845,KIN,22944,,28700943,High Throughput,0.5,True
KRAS,3845,UGCG,7357,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,MAPK6,5597,COAD,24104479,Text Mining,0.6,True
KRAS,3845,OR2H2,7932,,27655641,RNAi Screen,0.75,True
KRAS,3845,XRCC5,7520,,28700943,High Throughput,0.5,True
KRAS,3845,LIN9,286826,,28700943,High Throughput,0.5,True
KRAS,3845,PRAMEF33,645382,DLD-1,19490893,GenomeRNAi,0.458,True
KRAS,3845,CCDC112,153733,COAD,24104479,Text Mining,0.6,True
