n1.name,n1.identifier,n2.name,n2.identifier,r.cell_line,r.pubmed_id,r.source,r.statistic_score,is_lethal
KRAS,3845,WDR13,64743,,28700943,High Throughput,0.5,True
KRAS,3845,PATZ1,23598,DLD-1;DLD-1,19490893,GenomeRNAi,0.518,True
KRAS,3845,NUAK1,9891,,27655641,RNAi Screen,0.75,True
KRAS,3845,DPH5,51611,,28700943,High Throughput,0.5,True
KRAS,3845,MAP3K5,4217,,27655641,RNAi Screen,0.75,True
KRAS,3845,B3GNT5,84002,COAD,24104479,Text Mining,0.6,True
KRAS,3845,JADE2,23338,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,TMPRSS6,164656,DLD-1,19490893,GenomeRNAi,0.458,True
KRAS,3845,FBN1,2200,BRCA,25407795,Text Mining,0.4,True
KRAS,3845,TMPRSS13,84000,DLD-1,19490893,GenomeRNAi,0.461,True
KRAS,3845,DGKA,1606,,27655641,RNAi Screen,0.75,True
KRAS,3845,TRIM39,56658,COAD,24104479,Text Mining,0.6,True
KRAS,3845,C4orf33,132321,COAD,24104479,Text Mining,0.6,True
KRAS,3845,GRB7,2886,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PSMC3,5702,,28700943,High Throughput,0.5,True
KRAS,3845,PNCK,139728,,27655641,RNAi Screen,0.75,True
KRAS,3845,TNNI3K,51086,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,NKAP,79576,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,PLD4,122618,DLD-1,19490893,GenomeRNAi,0.467,True
KRAS,3845,PNN,5411,,28700943,High Throughput,0.5,True
KRAS,3845,OR2Z1,284383,DLD-1,19490893,GenomeRNAi,0.458,True
KRAS,3845,POLR1C,9533,DLD-1,19490893,GenomeRNAi,0.497,True
KRAS,3845,COX6C,1345,,28700943,High Throughput,0.5,True
KRAS,3845,TBC1D8,11138,COAD,24104479,Text Mining,0.6,True
KRAS,3845,GRIN2B,2904,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SAP130,79595,COAD,24104479,Text Mining,0.6,True
KRAS,3845,GATA6,2627,,27655641,RNAi Screen,0.75,True
KRAS,3845,SLC39A11,201266,COAD,24104479,Text Mining,0.6,True
KRAS,3845,EIF1,10209,,28700943,High Throughput,0.5,True
KRAS,3845,CFAP298,56683,,28700943,High Throughput,0.5,True
KRAS,3845,RAB3IP,117177,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,TUFT1,7286,,28700943,High Throughput,0.5,True
KRAS,3845,BCR,613,,27655641,RNAi Screen,0.75,True
KRAS,3845,SNRPC,6631,DLD-1,19490893,GenomeRNAi,0.488,True
KRAS,3845,SEMA3C,10512,,28700943,High Throughput,0.5,True
KRAS,3845,FMR1,2332,,28700943,High Throughput,0.5,True
KRAS,3845,RPL7,6129,,28700943,High Throughput,0.5,True
KRAS,3845,SENP5,205564,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,NOP16,51491,COAD,24104479,Text Mining,0.6,True
KRAS,3845,RB1,5925,BRCA,25407795,Text Mining,0.4,True
KRAS,3845,OR2T11,127077,DLD-1,19490893,GenomeRNAi,0.473,True
KRAS,3845,ARID1B,57492,,27655641,RNAi Screen,0.75,True
KRAS,3845,ADAM10,102,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SCN4A,6329,DLD-1,19490893,GenomeRNAi,0.461,True
KRAS,3845,FERMT2,10979,COAD,24104479,Text Mining,0.6,True
KRAS,3845,FDXR,2232,,28700943,High Throughput,0.5,True
KRAS,3845,SFXN4,119559,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ATG101,60673,COAD,24104479,Text Mining,0.6,True
KRAS,3845,ELOA,6924,DLD-1,19490893,GenomeRNAi,0.47,True
KRAS,3845,EZR,7430,,28700943,High Throughput,0.5,True
KRAS,3845,NOP14,8602,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,SRSF1,6426,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,GSDMB,55876,COAD,24104479,Text Mining,0.6,True
KRAS,3845,PSMF1,9491,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,ELAC2,60528,,27655641,RNAi Screen,0.75,True
KRAS,3845,RPL34,6164,DLD-1,19490893,GenomeRNAi,0.482,True
KRAS,3845,CFAP20,29105,,28700943,High Throughput,0.5,True
KRAS,3845,DCAF8L2,347442,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,UBA2,10054,DLD-1;DLD-1,19490893,GenomeRNAi,0.512,True
KRAS,3845,SPRY2,10253,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,EPB41L1,2036,COAD,24104479,Text Mining,0.6,True
KRAS,3845,TUBAL3,79861,DLD-1,19490893,GenomeRNAi,0.479,True
KRAS,3845,VPS35,55737,COAD,24104479,Text Mining,0.6,True
KRAS,3845,RGS22,26166,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,PRKAR1B,5575,DLD-1,19490893,GenomeRNAi,0.458,True
KRAS,3845,GLP2R,9340,,28700943,High Throughput,0.5,True
KRAS,3845,CPQ,10404,DLD-1,19490893,GenomeRNAi,0.479,True
KRAS,3845,MICALL2,79778,COAD,24104479,Text Mining,0.6,True
KRAS,3845,RPS6,6194,,28700943,High Throughput,0.5,True
KRAS,3845,RTN4RL2,349667,DLD-1,19490893,GenomeRNAi,0.446,True
KRAS,3845,ACAD9,28976,COAD,24104479,Text Mining,0.6,True
KRAS,3845,VRK3,51231,,27655641,RNAi Screen,0.75,True
KRAS,3845,NUB1,51667,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,RAPGEF2,9693,DLD-1,19490893,GenomeRNAi,0.452,True
KRAS,3845,ACOX3,8310,COAD,24104479,Text Mining,0.6,True
KRAS,3845,NFIB,4781,BRCA,25407795,Text Mining,0.4,True
KRAS,3845,TDP1,55775,DLD-1;DLD-1,19490893,GenomeRNAi,0.515,True
KRAS,3845,EP400,57634,,28700943,High Throughput,0.5,True
KRAS,3845,SVEP1,79987,DLD-1,19490893,GenomeRNAi,0.443,True
KRAS,3845,DENR,8562,,28700943,High Throughput,0.5,True
KRAS,3845,LOC643802,643802,,27655641,RNAi Screen,0.75,True
KRAS,3845,KRT32,3882,,27655641,RNAi Screen,0.75,True
KRAS,3845,TSHB,7252,DLD-1,19490893,GenomeRNAi,0.44,True
KRAS,3845,ATP6V1C1,528,COAD,24104479,Text Mining,0.6,True
KRAS,3845,SMNDC1,10285,,28700943,High Throughput,0.5,True
KRAS,3845,EIF3C,8663,,27655641,RNAi Screen,0.75,True
KRAS,3845,EGLN3,112399,,27655641,RNAi Screen,0.75,True
KRAS,3845,RBBP8,5932,COAD,24104479,Text Mining,0.6,True
KRAS,3845,XKR6,286046,DLD-1,19490893,GenomeRNAi,0.452,True
KRAS,3845,ID1,3397,COAD,24104479,Text Mining,0.6,True
KRAS,3845,UBXN2A,165324,DLD-1,19490893,GenomeRNAi,0.485,True
KRAS,3845,MDC1,9656,COAD,24104479,Text Mining,0.6,True
KRAS,3845,TAF12,6883,DLD-1,19490893,GenomeRNAi,0.455,True
CHEK2,11200,MYC,4609,lymphoma_D008223,22030621,Text Mining,0.1775,True
CHEK2,11200,PIK3CA,5290,,27438146,Computational Prediction,0.3,True
CHEK2,11200,ATR,545,LUAD,17429401,Text Mining,0.4,True
CHEK2,11200,PARP1,142,hepatocellular carcinoma;liver cancer_D006528;D006528,22030621;22101337;21603316,Text Mining,0.1775,True
CENPO,79172,KRAS,3845,COAD,19490893,Text Mining,0.6,True
ILF2,3608,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.449,True
EXOSC1,51013,KRAS,3845,COAD,19490893,Text Mining,0.6,True
SNU13,4809,KRAS,3845,COAD,22613949,Text Mining,0.6,True
POLB,5423,KRAS,3845,COAD,19490893,Text Mining,0.6,True
IL24,11009,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.449,True
ALK,238,PARP1,142,Anaplastic Large Cell Lymphoma;neuroblastoma_D017728;D009447,22192458,Text Mining,0.1775,True
ALK,238,EGFR,1956,ALK-dependent cancers_D009369,24618813;23872584,Text Mining,0.304,True
FBXL2,25827,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.452,True
DPYS,1807,PTEN,5728,,26427375,Computational Prediction,0.3,True
DPYS,1807,TP53,7157,,26427375,Computational Prediction,0.3,True
ESS2,8220,KRAS,3845,COAD,19490893,Text Mining,0.6,True
BTK,695,MYC,4609,SKCM,22623531,Text Mining,0.4,True
UBAC2,337867,KRAS,3845,COAD,19490893,Text Mining,0.6,True
AADAT,51166,MYC,4609,HMEC,22157079,GenomeRNAi,0.551,True
APC,324,MYC,4609,breast and colon cancer_D015179;colorectal cancer_D015179,21399881;16326109,Text Mining,0.1775,True
APC,324,TP53,7157,colorectal cancer_D015179,16326109,Text Mining,0.1775,True
PHF7,51533,KRAS,3845,COAD,19490893,Text Mining,0.6,True
AK1,203,EGFR,1956,Glioblastomas_D005909,19901546,Text Mining,0.1775,True
LECT2,3950,KRAS,3845,COAD,19490893,Text Mining,0.6,True
MRPL23,6150,KRAS,3845,COAD,19490893,Text Mining,0.6,True
NDE1,54820,KRAS,3845,COAD,22613949,Text Mining,0.6,True
FER,2241,PIK3CA,5290,,25171417,Computational Prediction,0.3,True
FER,2241,MYC,4609,HMEC,22157079,GenomeRNAi,0.548,True
SMAD4,4089,WEE1,7465,293T,28319113,CRISPR/CRISPRi,0.85,True
SMAD4,4089,TP53,7157,,23728082,Computational Prediction,0.3,True
STAR,6770,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CHSY3,337876,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.44,True
CTHRC1,115908,TP53,7157,,26427375,Computational Prediction,0.3,True
RAB28,9364,PIK3CA,5290,,25171417,Computational Prediction,0.3,True
AAR2,25980,KRAS,3845,DLD-1;DLD-1,19490893,GenomeRNAi,0.515,True
NSD1,64324,TP53,7157,,27438146,Computational Prediction,0.3,True
CCDC50,152137,TP53,7157,,26427375,Computational Prediction,0.3,True
COBLL1,22837,KRAS,3845,COAD,19490893,Text Mining,0.6,True
EIF2S2,8894,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.461,True
CYP27A1,1593,KRAS,3845,DLD-1;DLD-1,19490893,GenomeRNAi,0.509,True
DHX30,22907,KRAS,3845,COAD,19490893,Text Mining,0.6,True
DSCAM,1826,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.455,True
CECR2,27443,MYC,4609,SKCM,22623531,Text Mining,0.4,True
DAPK1,1612,PARP1,142,colorectal cancer_D015179,23011180,Text Mining,0.1775,True
DAPK1,1612,TP53,7157,,23728082,Computational Prediction,0.3,True
LY6G6C,80740,KRAS,3845,COAD,19490893,Text Mining,0.6,True
RNF112,7732,PTEN,5728,,26427375,Computational Prediction,0.3,True
LHX2,9355,MYC,4609,HMEC,22157079,GenomeRNAi,0.551,True
LMAN1,3998,PIK3CA,5290,,25171417,Computational Prediction,0.3,True
NOL8,55035,KRAS,3845,COAD,19490893,Text Mining,0.6,True
ZBTB48,3104,PTEN,5728,,26427375,Computational Prediction,0.3,True
CACNG8,59283,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.443,True
GNA12,2768,MYC,4609,HMEC,22157079,GenomeRNAi,0.548,True
C17orf64,124773,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.461,True
PTPRM,5797,PTEN,5728,,26427375,Computational Prediction,0.3,True
KREMEN1,83999,MYC,4609,HMEC,22157079,GenomeRNAi,0.557,True
EBAG9,9166,MYC,4609,HMEC,22157079,GenomeRNAi,0.554,True
ADM,133,MDM2,4193,pancreatic cancer_D010190,24889936,Text Mining,0.1775,True
IZUMO1,284359,PTEN,5728,,26427375,Computational Prediction,0.3,True
TUBGCP4,27229,KRAS,3845,COAD,19490893,Text Mining,0.6,True
MELTF,4241,TP53,7157,,26427375,Computational Prediction,0.3,True
MDM2,4193,MDM4,4194,Li-Fraumeni Syndrome_D016864,18336191,Text Mining,0.1775,True
MDM2,4193,POLR2A,5430,"A549,PC3,MDA468",3965078,Decipher,0.5,True
MDM2,4193,XRCC2,7516,"A549,PC3,MDA468",3965078,Decipher,0.554,True
MDM2,4193,NHP2,55651,"A549,PC3,MDA468",3965078,Decipher,0.53,True
MDM2,4193,PPM1D,8493,"A549,PC3,MDA468",3965078,Decipher,0.545,True
MDM2,4193,POLD4,57804,"A549,PC3,MDA468",3965078,Decipher,0.53,True
MDM2,4193,USP1,7398,"A549,PC3,MDA468",3965078,Decipher,0.53,True
MDM2,4193,RRM1,6240,"A549,PC3,MDA468",3965078,Decipher,0.506,True
MDM2,4193,TP53,7157,colon cancer;temperature-sensitive lung cancer;Li-Fraumeni Syndrome_D015179;D008175;D016864,18566224;16652354;18336191,Text Mining,0.4305,True
MDM2,4193,PARP1,142,"A549,PC3,MDA468",3965078,Decipher,0.545,True
MDM2,4193,ZBTB32,27033,"A549,PC3,MDA468",3965078,Decipher,0.533,True
MDM2,4193,MYC,4609,HMEC,22157079,GenomeRNAi,0.524,True
MDM2,4193,TNFRSF10B,8795,"A549,PC3,MDA468",3965078,Decipher,0.557,True
MDM2,4193,MT1X,4501,"A549,PC3,MDA468",3965078,Decipher,0.557,True
MDM2,4193,SESN2,83667,"A549,PC3,MDA468",3965078,Decipher,0.548,True
MDM2,4193,TIPARP,25976,pancreatic cancer_D010190,24889936,Text Mining,0.1775,True
MDM2,4193,PLK1,5347,temperature-sensitive lung cancer_D008175,16652354,Text Mining,0.1775,True
MDM2,4193,NAE1,8883,HCT116;HCT116,23100467,GenomeRNAi,0.575,True
MDM2,4193,WRAP53,55135,"A549,PC3,MDA468",3965078,Decipher,0.53,True
MDM2,4193,RBX1,9978,"A549,PC3,MDA468",3965078,Decipher,0.518,True
MDM2,4193,RRM2B,50484,,25171417,Computational Prediction,0.2,True
MDM2,4193,RAD23B,5887,"A549,PC3,MDA468",3965078,Decipher,0.506,True
MDM2,4193,PARP2,10038,"A549,PC3,MDA468",3965078,Decipher,0.542,True
MDM2,4193,POLM,27434,"A549,PC3,MDA468",3965078,Decipher,0.521,True
MDM2,4193,RELA,5970,"A549,PC3,MDA468",3965078,Decipher,0.545,True
MDM2,4193,MMP28,79148,pancreatic cancer_D010190,24889936,Text Mining,0.1775,True
MDM2,4193,RAD51,5888,"A549,PC3,MDA468",3965078,Decipher,0.497,True
MDM2,4193,RPL13A,23521,"A549,PC3,MDA468",3965078,Decipher,0.488,True
MDM2,4193,RAD9A,5883,"A549,PC3,MDA468",3965078,Decipher,0.53,True
MDM2,4193,PLK4,10733,temperature-sensitive lung cancer_D008175,16652354,Text Mining,0.1775,True
MDM2,4193,PMS2,5395,"A549,PC3,MDA468",3965078,Decipher,0.53,True
MDM2,4193,MTOR,2475,"A549,PC3,MDA468",3965078,Decipher,0.536,True
MDM2,4193,POLD1,5424,"A549,PC3,MDA468",3965078,Decipher,0.557,True
MDM2,4193,SSBP1,6742,"A549,PC3,MDA468",3965078,Decipher,0.512,True
MDM2,4193,POLE,5426,"A549,PC3,MDA468",3965078,Decipher,0.509,True
MDM2,4193,UNG,7374,"A549,PC3,MDA468",3965078,Decipher,0.53,True
MED30,90390,MYC,4609,HMEC,22157079,GenomeRNAi,0.488,True
HEMK1,51409,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CSF3,1440,PTEN,5728,,26427375,Computational Prediction,0.3,True
KIAA0408,9729,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.446,True
KBTBD11,9920,MYC,4609,HMEC,22157079,GenomeRNAi,0.461,True
MCL1,4170,MYC,4609,SKCM,22623531,Text Mining,0.4,True
MCL1,4170,PARP1,142,786O,31300006,CRISPR/CRISPRi,0.85,True
ACY1,95,ATM,472,LAML,28319085,CRISPR/CRISPRi,0.85,True
ACY1,95,ATR,545,K562,31300006,CRISPR/CRISPRi,0.85,True
CASP9,842,TP53,7157,oral cancer;gingival cancer_D009062;D005891,22695120,Text Mining,0.1775,True
CASP9,842,PARP1,142,breast cancer_D001943;oral cancer;gingival cancer_D009062;D005891,23402310;22695120,Text Mining,0.1775,True
MORF4L2,9643,MYC,4609,HMEC,22157079,GenomeRNAi,0.545,True
GNPDA1,10007,KRAS,3845,COAD,19490893,Text Mining,0.6,True
SERPINB3,6317,PTEN,5728,,26427375,Computational Prediction,0.3,True
DEFB118,117285,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.455,True
GLB1,2720,KRAS,3845,COAD,19490893,Text Mining,0.6,True
C7,730,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.443,True
ASB7,140460,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.449,True
LRRTM3,347731,PTEN,5728,,26427375,Computational Prediction,0.3,True
WDR97,340390,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.443,True
GNL3L,54552,KRAS,3845,COAD,19490893,Text Mining,0.6,True
TTLL3,26140,KRAS,3845,COAD,19490893,Text Mining,0.6,True
BAG3,9531,EGFR,1956,,25171417,Computational Prediction,0.3,True
TFCP2L1,29842,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CLU,1191,KRAS,3845,COAD,19490893,Text Mining,0.6,True
VTI1A,143187,KRAS,3845,COAD,19490893,Text Mining,0.6,True
ART5,116969,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.485,True
ATP5PO,539,MYC,4609,HMEC,22157079,GenomeRNAi,0.542,True
USP13,8975,TP53,7157,,26427375,Computational Prediction,0.3,True
TBX4,9496,PTEN,5728,,26427375,Computational Prediction,0.3,True
DIABLO,56616,MYC,4609,adenocarcinoma;Lung cancer_D000230;D008175,21543344,Text Mining,0.1775,True
ZDHHC16,84287,KRAS,3845,COAD,19490893,Text Mining,0.6,True
CLCA4,22802,PTEN,5728,,26427375,Computational Prediction,0.3,True
LCT,3938,TP53,7157,,27438146,Computational Prediction,0.3,True
SDR9C7,121214,PTEN,5728,,26427375,Computational Prediction,0.3,True
RTP1,132112,TP53,7157,,26427375,Computational Prediction,0.3,True
ALDOA,226,MYC,4609,SKCM,22623531,Text Mining,0.4,True
STAT3,6774,TP53,7157,,23728082,Computational Prediction,0.3,True
HIBCH,26275,KRAS,3845,COAD,19490893,Text Mining,0.6,True
PIGX,54965,TP53,7157,,26427375,Computational Prediction,0.3,True
HAS2,3037,TP53,7157,,26427375,Computational Prediction,0.3,True
FGD1,2245,KRAS,3845,COAD,19490893,Text Mining,0.6,True
NUTM1,256646,MYC,4609,HMEC,22157079,GenomeRNAi,0.545,True
TICRR,90381,MYC,4609,HMEC,22157079,GenomeRNAi,0.557,True
MAGEH1,28986,KRAS,3845,COAD,22613949,Text Mining,0.6,True
USPL1,10208,KRAS,3845,COAD,19490893,Text Mining,0.6,True
HACE1,57531,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.455,True
CUL5,8065,KRAS,3845,COAD,19490893,Text Mining,0.6,True
ASB10,136371,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.446,True
ASB10,136371,PTEN,5728,,26427375,Computational Prediction,0.3,True
UBB,7314,KRAS,3845,COAD,22613949,Text Mining,0.6,True
PATE2,399967,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.455,True
ILDR2,387597,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.446,True
SETD2,29072,TP53,7157,,27438146,Computational Prediction,0.3,True
AKT1,207,PARP1,142,oral cancer;gingival cancer_D009062;D005891;pancreatic cancer;gingival cancer;hepatocellular carcinoma_D010190;D009062;D0065,22695120;20442202;21144036,Text Mining,0.3433,True
AKT1,207,PIK3CA,5290,pancreatic cancer;prostate cancer;hepatocellular carcinoma_D010190;D011471;D006528,20442202;23258740;22802621;21144036,Text Mining,0.3983,True
AKT1,207,CDK4,1019,cancer_D009369,26174628,Text Mining,0.56,True
AKT1,207,EGFR,1956,non-small cell lung cancer;breast cancer_D002289;D001943,24954871;20570903;23578175,Text Mining,0.56,True
AKT1,207,TP53,7157,,23728082,Computational Prediction,0.3,True
AKT1,207,CDK6,1021,cancer_D009369,26174628,Text Mining,0.56,True
YAP1,10413,KRAS,3845,COAD,22613949,Text Mining,0.6,True
TLR2,7097,TP53,7157,,23728082,Computational Prediction,0.3,True
BRD4,23476,MYC,4609,SKCM,22623531,Text Mining,0.4,True
BRD4,23476,PARP1,142,,29533782,Text Mining,0.2,True
BRD4,23476,TP53,7157,,26427375,Computational Prediction,0.3,True
BRD4,23476,PTEN,5728,293T,28319113,CRISPR/CRISPRi,0.85,True
EFNB2,1948,KRAS,3845,COAD,19490893,Text Mining,0.6,True
EFNB2,1948,PTEN,5728,,26427375,Computational Prediction,0.3,True
SEM1,7979,KRAS,3845,COAD,19490893,Text Mining,0.6,True
DCAF13,25879,TP53,7157,,26427375,Computational Prediction,0.3,True
MAPKAPK5,8550,MYC,4609,HMEC,22157079,GenomeRNAi,0.545,True
IMPA1,3612,PTEN,5728,,26427375,Computational Prediction,0.3,True
GCM2,9247,KRAS,3845,COAD,19490893,Text Mining,0.6,True
MCM5,4174,PIK3CA,5290,cancer_D009369,17568563,Text Mining,0.1775,True
ELP1,8518,KRAS,3845,COAD,19490893,Text Mining,0.6,True
PLEKHS1,79949,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.446,True
BMP3,651,PTEN,5728,,26427375,Computational Prediction,0.3,True
COL24A1,255631,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.449,True
TUBGCP5,114791,KRAS,3845,COAD,19490893,Text Mining,0.6,True
ADCY8,114,KRAS,3845,COAD,19490893,Text Mining,0.6,True
HSPA1A,3303,TP53,7157,,23728082,Computational Prediction,0.3,True
CYP11B2,1585,TP53,7157,,26427375,Computational Prediction,0.3,True
RDH16,8608,PTEN,5728,,26427375,Computational Prediction,0.3,True
PPM1A,5494,TP53,7157,,23728082,Computational Prediction,0.3,True
H4C1,8359,MDM2,4193,"A549,PC3,MDA468",3965078,Decipher,0.527,True
H4C1,8359,PARP1,142,"A549,PC3,MDA468",3965078,Decipher,0.548,True
GFOD1,54438,TP53,7157,,26427375,Computational Prediction,0.3,True
DUOXA2,405753,PTEN,5728,,26427375,Computational Prediction,0.3,True
LCN6,158062,PTEN,5728,,26427375,Computational Prediction,0.3,True
GCNT2,2651,PTEN,5728,,26427375,Computational Prediction,0.3,True
KLHL38,340359,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.482,True
CDC37L1,55664,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.446,True
E2F1,1869,KRAS,3845,COAD,22613949,Text Mining,0.6,True
E2F1,1869,TP53,7157,cancer_D009369,20675184;17616632,Text Mining,0.56,True
E2F1,1869,PARP1,142,epithelial ovarian cancer_C538090,20196847,Text Mining,0.1775,True
TLNRD1,59274,KRAS,3845,COAD,19490893,Text Mining,0.6,True
NRXN1,9378,KRAS,3845,COAD,19490893,Text Mining,0.6,True
PLA1A,51365,ATM,472,,26427375,Computational Prediction,0.3,True
PEG3,5178,PARP1,142,,27438146,Computational Prediction,0.3,True
ARPC5L,81873,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.449,True
C1QA,712,KRAS,3845,COAD,22613949,Text Mining,0.6,True
MTR,4548,KRAS,3845,COAD,19490893,Text Mining,0.6,True
BTG2,7832,PIK3CA,5290,prostate cancer_D011471,23258740,Text Mining,0.1775,True
PTK2,5747,TP53,7157,,27758891,Text Mining,0.2,True
HMGCR,3156,PIK3CA,5290,K562,31300006,CRISPR/CRISPRi,0.85,True
BAIAP2L1,55971,MYC,4609,HMEC,22157079,GenomeRNAi,0.467,True
BAX,581,PARP1,142,non-small cell lung carcinoma_D002289,21706479,Text Mining,0.1775,True
BAX,581,CDK4,1019,lung adenocarcinoma_C538231,23792647,Text Mining,0.1775,True
BAX,581,EGFR,1956,breast cancers_D001943,23532334,Text Mining,0.1775,True
BAX,581,TP53,7157,colorectal cancer;small-cell lung cancer_D015179;D055752,16326109;23470565,Text Mining,0.1775,True
BAX,581,PIK3CA,5290,breast cancers_D001943,23532334,Text Mining,0.1775,True
BAX,581,MYC,4609,colorectal cancer_D015179,16326109,Text Mining,0.1775,True
CPSF2,53981,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.455,True
SLITRK3,22865,PTEN,5728,,26427375,Computational Prediction,0.3,True
MAP2K3,5606,MYC,4609,SKCM,22623531,Text Mining,0.4,True
EFR3A,23167,TP53,7157,,26427375,Computational Prediction,0.3,True
GDF15,9518,TP53,7157,hepatocellular carcinoma_D006528,18202802,Text Mining,0.1775,True
HAUS4,54930,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.443,True
CDT1,81620,TP53,7157,acute myelogenous leukemia_D015470,23536721,Text Mining,0.1775,True
DRAM1,55332,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.449,True
TGFBR1,7046,TP53,7157,,23728082,Computational Prediction,0.3,True
COL11A1,1301,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.443,True
SLC7A14,57709,PTEN,5728,,26427375,Computational Prediction,0.3,True
SLC7A14,57709,TP53,7157,,26427375,Computational Prediction,0.3,True
ASAP1,50807,TP53,7157,,26427375,Computational Prediction,0.3,True
FAM71E1,112703,KRAS,3845,COAD,19490893,Text Mining,0.6,True
LRRC39,127495,KRAS,3845,COAD,19490893,Text Mining,0.6,True
ITM2A,9452,KRAS,3845,COAD,19490893,Text Mining,0.6,True
FANCD2,2177,PARP1,142,,28628639,Low Throughput,0.8,True
FANCD2,2177,KRAS,3845,DLD-1,19490893,GenomeRNAi,0.452,True
GNRHR,2798,MYC,4609,SKCM,22623531,Text Mining,0.4,True
ST18,9705,PTEN,5728,,26427375,Computational Prediction,0.3,True
GNB4,59345,TP53,7157,,26427375,Computational Prediction,0.3,True
RAB9B,51209,PTEN,5728,,26427375,Computational Prediction,0.3,True
RAB9B,51209,KRAS,3845,COAD,19490893,Text Mining,0.6,True
RIOK1,83732,KRAS,3845,COAD,19490893,Text Mining,0.6,True
PIK3CA,5290,PTEN,5728,tumor_D009369,21335596,Text Mining,0.4305,True
PIK3CA,5290,BRCA1,672,,26427375,Computational Prediction,0.3,True
PIK3CA,5290,PIK3CD,5293,LAML,28319085,CRISPR/CRISPRi,0.85,True
PIK3CA,5290,STMN1,3925,K562,31300006,CRISPR/CRISPRi,0.85,True
PIK3CA,5290,SKP2,6502,LAML,28319085,CRISPR/CRISPRi,0.85,True
PIK3CA,5290,PIK3CB,5291,breast cancer_D001943,19366795,Text Mining,0.56,True
PIK3CA,5290,PPARA,5465,hepatocellular carcinoma_D006528,21144036,Text Mining,0.1775,True
PIK3CA,5290,PIM1,5292,K562,31300006,CRISPR/CRISPRi,0.85,True
PIK3CA,5290,ARPC5,10092,,25171417,Computational Prediction,0.3,True
PIK3CA,5290,SMC1A,8243,,27438146,Computational Prediction,0.3,True
PIK3CA,5290,ACP1,52,,25171417,Computational Prediction,0.3,True
PIK3CA,5290,PRKDC,5591,ataxia telangiectasia_D001260,21552262,Text Mining,0.1775,True
PIK3CA,5290,XPO1,7514,LAML,28319085,CRISPR/CRISPRi,0.85,True
PIK3CA,5290,RPS6KB1,6198,,25171417,Computational Prediction,0.2,True
PIK3CA,5290,TPSAB1,7177,K562,31300006,CRISPR/CRISPRi,0.85,True
PIK3CA,5290,SIAH2,6478,,25171417,Computational Prediction,0.2,True
PIK3CA,5290,PIM2,11040,LAML,28319085,CRISPR/CRISPRi,0.85,True
PIK3CA,5290,PRKCA,5578,LAML,28319085,CRISPR/CRISPRi,0.85,True
PIK3CA,5290,RRM2,6241,HeLa,28319113,CRISPR/CRISPRi,0.85,True
PIK3CA,5290,EIPR1,7260,LAML,26472760,Text Mining,0.6,True
PIK3CA,5290,PRPF18,8559,,25171417,Computational Prediction,0.3,True
